sense_1,sense_2,mark,lang,features_1,features_2,sim_feature,pos_1,pos_2,sim_pos,fuzz,cosine
['bird'],"['sign', 'designation']",1,eng,"['aves', 'observe', 'vertebrate', 'meat', 'badminton_equipment', 'girl', 'flock', 'cry']","['opposition', 'contract', 'evidence', 'gesture', 'communicate', 'gesticulate', 'mathematical_notation', 'structure', 'communication', 'clue', 'hire', 'region', 'write', 'validate', 'experience', 'language_unit', 'put']",0,NOUN,NOUN,True,0.0,0.38487517833709717
['to shave'],['to deceive'],1,eng,"['carve', 'graze', 'groom', 'depilation', 'reduce', 'cut']","['misinform', 'victimize']",0,VERB,VERB,True,0.0,0.45726826786994934
"['hand', 'arm']","['power', 'authority']",1,eng,"['handbreadth', 'forepaw', 'side', 'ability', 'writing', 'sailor', 'applause', 'card_player', 'extremity', 'collection', 'transfer', 'laborer', 'aid', 'pointer', 'lead', 'armrest', 'division', 'limb', 'projection', 'instrument', 'cloth_covering', 'supply']","['cognition', 'physical_phenomenon', 'businessman', 'mathematical_notation', 'quality', 'causal_agent', 'state', 'provide', 'strength', 'book', 'permission', 'expert', 'control', 'certainty', 'administrative_unit', 'person']",0,NOUN,NOUN,True,0.0,0.4240143895149231
"['short', 'brief']",['bad'],1,eng,"['make', 'victimize', 'position', 'contact', 'baseball_team', 'tract']",['quality'],0,ADJ,ADJ,True,0.0,0.4003879427909851
['clever'],['healthy'],1,eng,[],[],0,NOUN,ADJ,False,0.0,0.46123644709587097
['brave'],"['skilful', 'dexterous']",1,eng,"['warrior', 'people', 'defy']",[],0,NOUN,NOUN,True,0.0,0.47683268785476685
['sea'],['middle'],1,eng,"['large_indefinite_quantity', 'body_of_water', 'turbulent_flow']","['part', 'point', 'put', 'area']",0,NOUN,NOUN,True,0.0,0.4307613670825958
"['to move', 'to shift', 'to transfer']",['to translate'],1,eng,"['turn', 'cause', 'act', 'affect', 'live', 'decision', 'propose', 'sell', 'change']","['paraphrase', 'repeat', 'determine', 'understand', 'move', 'change', 'equal', 'be', 'transmit']",1,VERB,VERB,True,0.0,0.3292634189128876
['to be engaged in commerce'],['to deceive'],1,eng,[],"['misinform', 'victimize']",0,VERB,VERB,True,0.0,0.39516472816467285
['leaf'],['ear'],1,eng,"['turn', 'sheet', 'section', 'plant_organ', 'grow', 'peruse']","['cartilaginous_structure', 'sense_organ', 'hearing', 'fruit', 'attention']",0,NOUN,NOUN,True,0.0,0.40084463357925415
"['hand', 'arm']",['flank'],1,eng,"['handbreadth', 'forepaw', 'side', 'ability', 'writing', 'sailor', 'applause', 'card_player', 'extremity', 'collection', 'transfer', 'laborer', 'aid', 'pointer', 'lead']","['lie', 'formation', 'cut_of_beef', 'subfigure', 'body_part']",0,NOUN,NOUN,True,0.0,0.5041821599006653
['to go down'],['to die'],1,eng,"['travel', 'decrease', 'descend', 'fail', 'lose']","['suffer', 'play', 'cut_out', 'cutter', 'cube', 'change_state', 'feel', 'break_down', 'change', 'ache', 'disappear', 'shaping_tool']",0,VERB,VERB,True,0.0,0.6604483127593994
['to be glad'],['to copulate'],1,eng,[],['join'],0,VERB,VERB,True,0.0,0.512144148349762
['animal'],['fat'],1,eng,"['animalia', 'organism']","['lipid', 'change', 'bodily_property', 'animal_tissue']",0,NOUN,NOUN,True,0.0,0.4265005886554718
['low'],['secret; covert'],1,eng,"['air_mass', 'utter', 'degree', 'gear']",[],0,ADJ,NOUN,False,0.0,0.26198434829711914
['chameleon'],"['hypocrite', 'dissembler']",1,eng,"['chamaeleontidae', 'person', 'lizard']",['deceiver'],0,NOUN,NOUN,True,0.0,0.3687381446361542
"['heap', 'pile']","['multitude', 'great number']",1,eng,"['dysphemism', 'large_indefinite_quantity', 'car', 'fill', 'collection', 'arrange', 'give', 'nuclear_reactor', 'hair', 'large_indefinite_quantity', 'column', 'collection', 'crowd', 'arrange', 'thread', 'put', 'battery', 'money']","['large_indefinite_quantity', 'group', 'gathering']",1,NOUN,NOUN,True,0.0,0.5345601439476013
['to fall down'],['autumn'],1,eng,['change_posture'],['season'],0,VERB,NOUN,False,0.0,0.48067507147789
['palm'],['destiny'],1,eng,"['touch', 'palmae', 'tree', 'award', 'linear_unit', 'area']","['causal_agent', 'happening', 'condition']",0,NOUN,NOUN,True,0.0,0.3494371771812439
['navel'],['bottom'],1,eng,"['point', 'center']","['turn', 'side', 'natural_depression', 'understand', 'cargo_ship', 'land', 'hit', 'region', 'body_part', 'supply']",0,NOUN,NOUN,True,0.0,0.5384891629219055
['to shed leaves'],"['to shed hair', 'feathers', 'moult ; slough']",1,eng,[],[],0,VERB,VERB,True,0.0,0.5969367623329163
['profession'],['talkative person'],1,eng,"['avowal', 'affirmation', 'occupation', 'occupational_group']",[],0,NOUN,NOUN,True,0.0,0.3525761067867279
['eel'],['worm'],1,eng,"['soft-finned_fish', 'anguilliformes', 'fish']","['invertebrate', 'malevolent_program', 'unpleasant_person', 'screw', 'move']",0,NOUN,NOUN,True,0.0,0.48542267084121704
['belly'],['womb'],1,eng,"['adipose_tissue', 'bulge', 'swell', 'body_part', 'inside', 'underpart']",['female_internal_reproductive_organ'],0,ADV,NOUN,False,0.0,0.6398369669914246
['top'],['beak'],1,eng,"['turn', 'excel', 'complete', 'topographic_point', 'plaything', 'region', 'platform', 'culminate', 'hit', 'canvas_tent', ""woman's_clothing"", 'lie', 'pass', 'intensity', 'snip', 'supply', 'covering', 'side', 'reach', 'degree']","['mouth', 'strike', 'tip', 'nose']",0,NOUN,NOUN,True,0.0,0.4541723430156708
['to steal'],['greedy'],1,eng,"['take', 'purchase', 'baseball', 'move', 'gain']",[],0,VERB,NOUN,False,0.0,0.5753641128540039
['to make sit'],['to bury'],1,eng,[],"['situate', 'hide', 'lay', 'enclose', 'implant']",0,VERB,VERB,True,0.0,0.49548277258872986
['gold'],['money'],1,eng,"['wealth', 'yellow', 'precious_metal', 'noble_metal', 'invaluableness']","['currency', 'wealth', 'medium_of_exchange']",1,NOUN,NOUN,True,0.0,0.529696524143219
['skin'],['leprosy'],1,eng,"['bag', 'climb', 'surface', 'animation', 'injure', 'rind', 'body_covering', 'strip', 'connective_tissue']",['infectious_disease'],0,NOUN,NOUN,True,0.0,0.569717288017273
['sour'],['sad'],1,eng,"['cocktail', 'change_state', 'taste', 'change_taste', 'taste_property']",[],0,NOUN,NOUN,True,0.0,0.5388383269309998
['blue'],['sad'],1,eng,"['organization', 'sky', 'dye', 'chromatic_color', 'amobarbital', 'clothing', 'discolor', 'lycaenid', 'lycaena']",[],0,NOUN,NOUN,True,0.0,0.2890450954437256
"['wide', 'broad']",['slow'],1,eng,[],"['weaken', 'decelerate', 'decrease']",0,ADJ,VERB,False,0.0,0.4465152621269226
['clever'],['to be awake'],1,eng,[],[],0,NOUN,VERB,False,0.0,0.31850171089172363
['to do'],['to flow'],1,eng,"['make', ""doctor's_degree"", 'carry_through', 'create', 'groom', 'travel', 'party', 'spend', 'satisfy', 'solfa_syllable', 'proceed']","['course', 'natural_process', 'discharge', 'exist', 'rate', 'change_of_location', 'move', 'shed_blood', 'flood', 'motion']",0,VERB,VERB,True,0.0,0.6034051775932312
"['to melt', 'to thaw']",['to die'],1,eng,"['heating', 'blend', 'liquefy', 'dissolve', 'weaken', 'phase_change', 'change']","['suffer', 'play', 'cut_out', 'cutter', 'cube', 'change_state', 'feel', 'break_down', 'change', 'ache', 'disappear', 'shaping_tool']",1,VERB,VERB,True,0.0,0.5956604480743408
['bird'],['crow'],1,eng,"['aves', 'observe', 'vertebrate', 'meat', 'badminton_equipment', 'girl', 'flock', 'cry']","['sioux', 'siouan', 'corvus', 'utter', 'boast', 'corvine_bird', 'cry']",1,NOUN,NOUN,True,0.0,0.7128761410713196
['condemned to death'],['hooligan'],1,eng,[],['attacker'],0,NOUN,NOUN,True,0.0,0.27447518706321716
['black cloud'],"['multitude', 'great number']",1,eng,[],"['large_indefinite_quantity', 'group', 'gathering']",0,NOUN,NOUN,True,0.0,0.2555844187736511
['forehead'],['skull'],1,eng,"['feature', 'membrane_bone']",['bone'],0,NOUN,NOUN,True,0.0,0.6071751713752747
['bald'],['skull'],1,eng,['turn'],['bone'],0,NOUN,NOUN,True,0.0,0.5315849184989929
['skull'],['helmet'],1,eng,['bone'],"['headdress', 'armor_plate']",0,NOUN,NOUN,True,0.0,0.5872533917427063
['belly'],['middle'],1,eng,"['adipose_tissue', 'bulge', 'swell', 'body_part', 'inside', 'underpart']","['part', 'point', 'put', 'area']",0,ADV,NOUN,False,0.0,0.40697166323661804
"['ear', 'spike']",['weapon'],1,eng,"['cartilaginous_structure', 'sense_organ', 'hearing', 'fruit', 'attention']","['persuasion', 'instrument']",0,NOUN,NOUN,True,0.0,0.39202386140823364
['head'],"['ear', 'spike']",1,eng,"['subject', 'precede', 'projection', 'object', 'obverse', 'remove', 'word', 'direct', 'form', 'cognition', 'mark', 'drug_user', 'educator', 'leader', 'be', 'perversion', 'individual', 'lie', 'progress', 'formation', 'line', 'external_body_part', 'striker', 'control', 'originate', 'foam', 'linear_unit', 'natural_elevation', 'pressure', 'juncture', 'domestic_animal', 'membrane', 'top', 'toilet', 'structure', 'plant_organ', 'point', 'coil', 'beginning', 'front', 'proceed']","['cartilaginous_structure', 'sense_organ', 'hearing', 'fruit', 'attention']",0,NOUN,NOUN,True,0.0,0.6692655682563782
['sour'],['proud'],1,eng,"['cocktail', 'change_state', 'taste', 'change_taste', 'taste_property']",[],0,NOUN,NOUN,True,0.0,0.4690398871898651
['sour'],['plant'],1,eng,"['cocktail', 'change_state', 'taste', 'change_taste', 'taste_property']","['contrivance', 'plantae', 'actor', 'stock', 'building_complex', 'insert', 'communicate', 'initiate', 'organism', 'put']",0,NOUN,NOUN,True,0.0,0.4395240843296051
['tall'],['dangerous'],1,eng,['size'],[],0,NOUN,ADJ,False,0.0,0.41490235924720764
['to enter'],['to set'],1,eng,"['attach', 'get_down', 'register', 'succeed', 'take_office', 'save', 'be']","['abstraction', 'print', 'natural_process', 'choose', 'arrange', 'playing_period', 'fix', 'put', 'representation', 'compose', 'exercise', 'solidify', 'electronic_equipment', 'cognitive_state', 'equip', 'change', 'inclination', 'lay_down', 'groom', 'originate', 'move', 'reproduce', 'placement', 'hone', 'bury', 'stage', 'assail', 'social_group', 'descend', 'collection', 'adjust', 'estimate', 'descent']",0,VERB,VERB,True,0.0,0.602199137210846
['to enter'],['to copulate'],1,eng,"['attach', 'get_down', 'register', 'succeed', 'take_office', 'save', 'be']",['join'],0,VERB,VERB,True,0.0,0.5155892968177795
"['hard', 'solid']",['good'],1,eng,[],"['morality', 'advantage', 'quality', 'artifact']",0,ADJ,ADJ,True,0.0,0.5084871053695679
['to thrust'],['to quarrel'],1,eng,"['criticism', 'gesture', 'force', 'compel', 'push', 'propulsion', 'blow', 'penetrate', 'move', 'stick_out', 'put']","['argue', 'arrow', 'dispute']",0,VERB,VERB,True,0.0,0.6099992394447327
['lotus'],['beautiful'],1,eng,"['water_lily', 'rosid_dicot_genus', 'papilionoideae', 'nymphaea']",[],0,NOUN,NOUN,True,0.0,0.34979361295700073
['marrow'],['core'],1,eng,"['summer_squash', 'content', 'dainty', 'connective_tissue']","['sample', 'torus', 'nongovernmental_organization', 'hollow', 'chamber', 'bar', 'set', 'content', 'center', 'meaning']",1,NOUN,NOUN,True,0.0,0.5117372274398804
['to give birth'],['to deceive'],1,eng,"['create_by_mental_act', 'produce']","['misinform', 'victimize']",0,VERB,VERB,True,0.0,0.5662203431129456
['to lose'],['to forget'],1,eng,"['suffer', 'regress', 'worsen', 'put']","['neglect', 'lose']",0,VERB,VERB,True,0.0,0.5949958562850952
['quick'],['falcon'],1,eng,['area'],"['hawk', 'falconidae', 'hunt']",0,NOUN,NOUN,True,0.0,0.3685130476951599
['quick'],['good'],1,eng,['area'],"['morality', 'advantage', 'quality', 'artifact']",0,NOUN,ADJ,False,0.0,0.5382101535797119
['to whet'],['to improve'],1,eng,"['stimulate', 'sharpen']","['change', 'change_state']",0,VERB,VERB,True,0.0,0.5253024101257324
['iron'],['weapon'],1,eng,"['golf_club', 'metallic_element', 'press', 'implement', 'home_appliance']","['persuasion', 'instrument']",0,NOUN,NOUN,True,0.0,0.4066467881202698
['iron'],"['firm', 'solid']",1,eng,"['golf_club', 'metallic_element', 'press', 'implement', 'home_appliance']","['tighten', 'business']",0,NOUN,NOUN,True,0.0,0.4001413881778717
['iron'],['iron'],1,eng,"['golf_club', 'metallic_element', 'press', 'implement', 'home_appliance']","['golf_club', 'metallic_element', 'press', 'implement', 'home_appliance']",1,NOUN,NOUN,True,100.0,1.0
['iron'],['black'],1,eng,"['golf_club', 'metallic_element', 'press', 'implement', 'home_appliance']","['achromatic_color', 'person_of_color', 'clothing', 'discolor', 'dark', 'man', 'person', 'black_race']",0,NOUN,ADJ,False,0.0,0.3366047739982605
['ant'],['foam'],1,eng,"['hymenopterous_insect', 'formicidae']","['bubble', 'material']",0,NOUN,NOUN,True,0.0,0.41861167550086975
['cheap'],"['vulgar', 'common']",1,eng,[],[],0,NOUN,NOUN,True,0.0,0.4158930778503418
['weed'],['garbage'],1,eng,"['vascular_plant', 'band', 'cannabis', 'remove']","['waste', 'message', 'receptacle']",0,NOUN,NOUN,True,0.0,0.4858744144439697
['camel'],['humpbacked'],1,eng,"['even-toed_ungulate', 'camelus']",[],0,NOUN,VERB,False,0.0,0.5705177187919617
['whale'],['big'],1,eng,"['large_person', 'hunt', 'cetacean']",[],0,NOUN,ADJ,False,0.0,0.4809051752090454
['hair'],['grass'],1,eng,"['fabric', 'plant_process', 'body_covering', 'process', 'filament', 'small_indefinite_quantity']","['unfold', 'cover', 'cannabis', 'shoot', 'fodder', 'inform', 'crop', 'informer', 'gramineous_plant']",0,NOUN,NOUN,True,0.0,0.4639892876148224
['hair'],"['rope', 'string', 'cord', 'lashing']",1,eng,"['fabric', 'plant_process', 'body_covering', 'process', 'filament', 'small_indefinite_quantity']","['flunitrazepan', 'tie', 'line', 'get']",0,NOUN,NOUN,True,0.0,0.46691033244132996
['to fly'],['bird'],1,eng,"['dipterous_insect', 'diptera', 'travel', 'operate', 'scat', 'opening', 'flap', 'decrease', 'transport', ""fisherman's_lure"", 'hit', 'move', 'show', 'elapse', 'change']","['aves', 'observe', 'vertebrate', 'meat', 'badminton_equipment', 'girl', 'flock', 'cry']",0,VERB,NOUN,False,0.0,0.5181033611297607
['left'],['bad'],1,eng,"['turn', 'make', 'have', 'yield', 'tell', 'pass', 'produce', 'position', 'hand', 'change', 'refrain', 'move', 'lose', 'tract', 'faction', 'give']",['quality'],0,NOUN,ADJ,False,0.0,0.3673047125339508
['big'],['tall'],1,eng,[],['size'],0,ADJ,NOUN,False,0.0,0.7046305537223816
['to seem'],['to boast'],1,eng,"['be', 'appear']","['speech_act', 'overstate', 'have']",0,VERB,VERB,True,0.0,0.7079523801803589
['to seem'],['to become visible'],1,eng,"['be', 'appear']",[],0,VERB,VERB,True,0.0,0.660577118396759
['numerous'],['big'],1,eng,[],[],0,ADJ,ADJ,True,0.0,0.578197181224823
['big'],['to grow up'],1,eng,[],['mature'],0,ADJ,VERB,False,0.0,0.4233643412590027
['big'],['main'],1,eng,[],"['pipe', 'body_of_water']",0,ADJ,ADJ,True,0.0,0.48170191049575806
"['to make big', 'large']",['to bring up'],1,eng,[],"['make', 'think_of', 'resuscitate', 'move', 'stop', 'mention', 'promote']",0,VERB,VERB,True,0.0,0.6008189916610718
['to grow up'],['young man'],1,eng,['mature'],"['man', 'adolescent', 'lover']",0,VERB,NOUN,False,0.0,0.3833416700363159
['to go up'],['to grow up'],1,eng,"['come', 'travel', 'burn', 'grow', 'rise']",['mature'],0,VERB,VERB,True,0.0,0.6833731532096863
"['to raise', 'lift']",['to bring up'],1,eng,"['make', 'incite', 'collect', 'delegate', 'bet', 'resuscitate', 'enlist', 'pronounce', 'change', 'better', 'gamble', 'propulsion', 'bid', 'express', 'increase', 'move', 'construct', 'multiply', 'bring_out', 'slope', 'cultivate', 'reach', 'intensify', 'raise', 'mention', 'end']","['make', 'think_of', 'resuscitate', 'move', 'stop', 'mention', 'promote']",1,VERB,VERB,True,0.0,0.8103940486907959
['to tie'],['strong'],1,eng,"['equality', 'fastener', 'brace', 'shape', 'cord', 'slur', 'fasten', 'relationship', 'connect', 'restrict', 'relate', 'finish', 'fashion', 'equal', 'beam', 'officiate', 'neckwear']",[],0,VERB,ADJ,False,0.0,0.41906869411468506
['thick'],['loud'],1,eng,['inside'],[],0,NOUN,NOUN,True,0.0,0.542722761631012
"['wide', 'broad']",['far away'],1,eng,[],[],0,ADJ,NOUN,False,0.0,0.4656401574611664
['thick'],['stupid'],1,eng,['inside'],['simpleton'],0,NOUN,ADJ,False,0.0,0.4789576232433319
['old man'],['lion'],1,eng,"['dysphemism', 'wormwood', 'genus_artemisia', 'father', 'oldster', 'man', 'boss']","['panthera', 'big_cat', 'celebrity', 'pride', 'person']",0,NOUN,NOUN,True,0.0,0.30111148953437805
['thin'],['young'],1,eng,"['weaken', 'reduce', 'change_state']","['age_group', 'animal']",0,NOUN,ADJ,False,0.0,0.4881955087184906
"['fine', 'powder-like']","['little', 'small']",1,eng,"['penalty', 'book']","['small_indefinite_quantity', 'size', 'body_part']",0,NOUN,ADJ,False,0.0,0.646079957485199
"['fine', 'powder-like']",['child'],1,eng,"['penalty', 'book']","['juvenile', 'offspring', 'family', 'person', 'descendant']",0,NOUN,NOUN,True,0.0,0.4154373109340668
['left'],['bad luck'],1,eng,"['turn', 'make', 'have', 'yield', 'tell', 'pass', 'produce', 'position', 'hand', 'change', 'refrain', 'move', 'lose', 'tract', 'faction', 'give']","['trouble', 'luck', 'fortune']",0,NOUN,NOUN,True,0.0,0.28764134645462036
['hot'],['difficult'],1,eng,[],[],0,ADJ,ADJ,True,0.0,0.39830565452575684
['to blow'],"['to beat', 'hit']",1,eng,"['stimulate', 'burst', 'fail', 'cocaine', 'exhale', 'exhaust', 'rest', 'stroke', 'overstate', 'sound', 'spurt', 'travel', 'shape', 'unwrap', 'send', 'surprise', 'move', 'impact', 'wind', 'use', 'lay', 'spend', 'go', 'happening', 'exhalation']","['beat_generation', 'make', 'confuse', 'pace', 'nonconformist', 'beat', 'surpass', 'get_the_better_of', 'musical_time', 'stroke', 'glare', 'strike', 'cheat', 'tire', 'agitate', 'sound', 'oscillation', 'be', 'play', 'shape', 'move', 'periodic_event', 'sail', 'path', 'poetic_rhythm', 'sailing']",1,VERB,VERB,True,0.0,0.7542018294334412
['short'],"['missing', 'failing']",1,eng,"['make', 'victimize', 'position', 'contact', 'baseball_team', 'tract']","['avoid', 'fail', 'desire']",0,ADJ,VERB,False,0.0,0.40098991990089417
['long'],['far away'],1,eng,['desire'],[],0,ADV,NOUN,False,0.0,0.49607452750205994
['thick'],['thick'],1,eng,['inside'],['inside'],1,NOUN,NOUN,True,100.0,1.0
['high'],['tall'],1,eng,"['elation', 'secondary_school', 'gear', 'topographic_point', 'degree', 'air_mass']",['size'],0,ADJ,NOUN,False,0.0,0.7315047383308411
['low'],['low'],1,eng,"['air_mass', 'utter', 'degree', 'gear']","['air_mass', 'utter', 'degree', 'gear']",1,ADJ,ADJ,True,100.0,1.0
['low'],['deep'],1,eng,"['air_mass', 'utter', 'degree', 'gear']","['natural_depression', 'ocean', 'middle']",0,ADJ,NOUN,False,0.0,0.4633227288722992
['torso'],['fat'],1,eng,['body_part'],"['lipid', 'change', 'bodily_property', 'animal_tissue']",0,NOUN,NOUN,True,0.0,0.4883365035057068
['old'],['boss'],1,eng,['past'],"['bovidae', 'impress', 'mammal_genus', 'employer', 'projection', 'supervisor', 'leader', 'politician']",0,ADJ,NOUN,False,0.0,0.4881720244884491
['to return'],['to become'],1,eng,"['elect', 'reappear', 'bring', 'submit', 'give', 'acquisition', 'appearance', 'answer', 'income', 'run', 'produce', 'transport', 'change_hands', 'group_action', 'travel', 'reciprocate', 'pay', 'legal_document', 'key', 'reply', 'change_by_reversal', 'tennis_stroke', 'denote', 'repeat', 'communicate', 'return', 'turning', 'arrival', 'motion']","['fancify', 'transform', 'change_state']",0,VERB,VERB,True,0.0,0.6259884238243103
