sense_1,sense_2,mark
"guard, preserve, protect, save",shelter,0
belong to,"befit, be fitting",1
belong to,"have to, must, ought to, should",0
"decent, fitting, proper, suitable","decently, properly",0
belong to,"befit, be fitting",1
belong to,"have to, must, ought to, should",0
"conserve, keep, maintain, preserve","save, rescue",0
"conserve, keep, maintain, preserve","hang onto, hold",0
"conservation, maintenance, preservation, retention","salvage, salvation, recovery",0
"be sorry about, regret",begrudge,0
"be sorry about, regret",mourn,0
"beak, bill",mouth,0
"acquaintance, conversance, familiarity",knowledge,0
"issue, proclaim","acquaint, let know, inform",0
proclamation,"advice, announcement, communication, message, notice, report",0
"issue, proclaim","acquaint, let know, inform",0
cymbal,"basin, bowl, pelvis",1
slander,"soil, spot, stain",1
"occupy, take","cover, overlay",0
"occupy, take","clothe, dress",0
"cover, overlay","clothe, dress",1
"attract, draw","entice, tempt",0
"attract, draw",charm,0
temptation,charm,0
"acknowledge, confirm, corroborate",ratify,0
"acknowledge, confirm, corroborate",sanction,0
confirmation,ratification,0
confirmation,sanction,0
"pay attention to, take account of, take into account","care about, take care of",0
narrow,"close, cramped",0
crown,award a prize,1
"barely, hardly, only just, scarcely",ailing,1
"give a ring, ring, ring the bell",bell,0
concern,interest,0
concern,"gain, profit",0
concern,"advantage, benefit",0
tax,"burden, load",1
"insulting, offensive, opprobrious","abusive, nasty",0
"go through, live to see","experience, live through, survive",0
"go through, live to see","courteous, polite, well‐mannered",0
courtesy,politeness,0
invest,cover,0
invest,"cause, cause to take place",0
invest,siege,0
policy,politics,0
policy,"discretion, generalship, prudence",1
policy,"musical time, tact",1
"bar, hinder, inhibit, prevent","bother, disturb, trouble",0
"handicap, impediment, obstacle",hindrance,0
adjacent,"adjoining, neighbouring",0
hindrance,obstacle,0
"go through, live to see","experience, live through, survive",0
exposure,lighting,0
approach,approximate,1
straitened,in distress,1
in distress,"afraid, timid",0
call,"appoint, nominate",1
nomad,"appointment, nomination",0
stale,"agitated, anxious",1
stale,"close, cramped",1
stale,"airless, oppressive, stiffling, sultry",1
"alarming, grave, serious","burdensome, onerous",0
"alarming, grave, serious","airless, oppressive, stiffling, sultry",0
idea,"notion, sense, realization",1
"make use of, turn to good account, utilize","employ, use",0
"make use of, turn to good account, utilize","employ, use",0
"censure, criticize",judge,0
"define, determine","attach, fasten, fix, affix, make fast, secure",1
"define, determine","set conditions, stipulate",0
"define, determine",qualify,0
"define, determine","abridge, confine, limit, restrict",1
"define, determine","command, order, tell",1
definition,fixing,1
definition,adjunct,1
definition,"condition, stipulation, terms",0
definition,regulation,0
persuade,discuss,1
"afflict, grieve","attempt, test, try",0
"afflict, grieve","attempt, test, try",0
"arrange, fix up",liquidate,0
"arrange, fix up","put in order, tidy",1
prepare,finish,1
"kind, obliging","ready, willing",1
"accomplish, achieve, attain, get, reach",range,1
"calculate, count, figure, work out",charge,1
"account, information",communication,0
"account, information","advice, announcement, message, notice, report",1
"reproach, rebuke, reprove, scold",blame,0
"observation, remark, reproof",reproach,0
famous,glorious,0
"fame, renown",celebrity,0
"fame, renown",glory,0
appeal,"handicraft, occupation, trade",1
appeal,profession,1
"abet, agitate, incite, stir up",alarm,0
"abet, agitate, incite, stir up",touch lightly,0
"bad, miserable, nasty, poor","abject, dismal, meager, wretched",0
rob,"deprive, deprive ... of",1
"regret, repent, repent of",feel sorry for,0
staid,"moderate, reasonable",0
staid,"abstemious, sober, temperate",0
"understand, realize","notion, sense, realization",0
"understand, realize","be aware of, be conscious of",0
"understand, realize","awareness, consciousness",0
"pregnant, with young",busy,0
garrison,occupation,1
"alacrity, enthusiasm",inspiration,0
"possession, property","own, possess",0
civilize,"cultivate, grow",1
civilize,"cultivate, grow",1
"document, paper","answer, reply",0
discrete,"moderate, reasonable",0
discrete,modest,0
protect,shelter,1
bombard,"fire at, fire upon",0
"accommodation, adjustment, arrangement",decision,0
"accommodation, adjustment, arrangement",disposition,0
reserve,book,0
"direct, guide, manage, steer","conduct, lead",0
manager,director,0
"affirm, assent, say yes","acknowledge, confirm, corroborate",0
confess,confession,0
"remain, stay, stay over","happy, glad",1
"above, over","on top, overhead, upstairs",0
barbecue,"roast, toast",0
burn,"conflagration, fire",0
"brinjal, eggplant","aubergine, eggfruit",0
niece,nephew,1
middleclass citizen,citizen,0
middleclass citizen,hamburger,0
bus stop,busstop,0
"at, beside, by, near, nearby, near to, next to",with,1
"collect, gather, pick up","join, unite",0
"achievement, act, action",accomplishment,0
"descend, go down",land,1
there,at that place,0
"at once, instantly, immediately, without delay","just, right away, right now",0
hello,day,1
"genuinely, indeed, really, truly","absolutely, genuinly",0
fir,"pine, pine‐tree",0
fir,"spruce, spruce‐fir",0
"by, by means of, on, through, with",door,1
"go through, live to see","experience, live through, survive",0
"motor road, motorway","super highway, turnpike",0
animal,beast,0
"that, that over there, those","these, this, this here",0
"that, that over there, those",it,0
daughter,"girl, lass, wench",0
"bleak, dark, dismal, dreary",dim,0
dead,death,0
stretcher,"litter, strecher",0
"drift, be adrift",float,0
"drift, be adrift",swim,0
"drift, be adrift","chase, drive, drive on, impel, shoo",0
"drift, be adrift",actuate,0
airy,"gaunt, lean, slender, thin",1
"dear, expensive, valuable","costly, pricey",0
"dwarf, midget",pigmy,0
unity,unit,0
"at some time, ever, sometime","first, firstly, first of all",0
"nearest, next","close, near, nearby",0
"odd, peculiar, strange",typical,0
"accomodate, end, finish, terminate","come to an end, end up, expire",0
"excessive, inordinate",extreme,0
eland,"elk, moose",0
eleven,elf,1
affection,emotion,0
"a few, any, some","whichever, whoever",0
enormous,"huge, immense",0
"alike, all the same, equally","a while, momentarily",0
"alike, all the same, equally","a few minutes, a moment",0
"alike, all the same, equally",likewise,0
eternal,"for ever, forever",0
"firm, robust, sturdy",solid,0
"good, nice, okay","fine, very well",0
gas,guest,0
"event, occasion, occurence, opportunity",chance,1
area,region,0
"custom, habit, way","employ, use, make use of",1
soul,"ghost, phantom",0
soul,fairy,1
soul,"intellect, mind",1
soul,spirit,0
lover,"beloved, loved one, sweetheart, well‐beloved",0
luck,happiness,1
"be glad, enjoy, rejoice",delight in,0
authority,"glamor, glamour, prestige",0
expression,face,0
"appropriate, becoming, seemly, suitable","convenient, handy, opportune",0
"appropriate, becoming, seemly, suitable",of use,0
generation,sex,0
pious,religious,0
"good, nice, okay",well,0
"degree, grade","heading, title",1
"greet, salute",greeting,0
"cave, grotto","cavern, den",0
"her, to her","his, its, their",0
"her, to her",she,0
haste,hare,1
haste,"go fast, hurry, rush",0
hurried,"fast, quick, rapid, speedy, swift",0
merchant,businessman,0
"hair, hairs",hers,1
"agreeable, enjoyable, lovely, nice, pleasant",delicious,0
"bright, clear, light","distinct, plain",1
"abet, aid, assist, help",accomodate,0
lineage,origin,0
these,this,0
"chicken, hen",fowl,0
how many,how much,0
metropolis,"capital, capital city",0
hear,"find out, learn of",1
"behavior, behaviour, conduct, deportment",position,1
"behavior, behaviour, conduct, deportment",attitude,1
their,them,0
their,they,0
their,"her, his, its",0
effect,impression,0
information,account,1
"aboriginal, domestic",native,0
"deliver, furnish, supply","convey, hand, hand over, pass",0
"close, intimate","above‐board, sincere",0
"enter, insert, put in","put away, stow",0
"all the time, in the meantime, meanwhile",all the while,0
"govern, head up, restrain","control, rule",0
"race, run","chase, hunt",0
"at, by, on, upon","across from, against, in exchange for, opposed to, opposite",1
"thee, to thee, to you",your,0
"thee, to thee, to you",you,0
"accurate, precise","correct, exact, proper, right",0
your,"thee, you",0
your,ye,0
your,thou,0
"calm, quiet",tranquil,0
"camping ground, camping site","camp of tents, tented camp",0
office,bureau,0
car,"cart, chariot",0
"occasion, time","halt, stop",0
acquaintance,knowledge,0
"account, information",communication,0
"account, information","advice, announcement, message, notice, report",0
"child, offspring, young","bairn, infant",0
"already, by now, yet","finished, ready, through",0
"colour, dye",tint,0
clan,"clique, coterie, junto, set",0
"bevy, collection, group, heap, herd, set","pile, stack",0
"gazette, magazine, newspaper, periodical","daily paper, journal",0
"draft, rough draft","plan, project, scheme",0
boil,cook,0
cup,kopje,1
short,brief,0
cost,food,1
cost,nourishment,0
lovely,"fine, great",0
lovely,delicious,0
crayfish,lobster,0
"bevy, collection, group, heap, herd, set",flock,0
"artificial, artistic","adroit, clever, dexterous, skillful",0
kiss,"coast, seaside, shore",1
question,"dispute, quarrel",0
drawer,"burden, load",0
"allow, leave, let, release","late, tardy",0
"at, beside, by, near, nearby, near to, next to",alongside,0
"later, later on","afterwards, next, subsequently",0
"ado, din, noise","agitation, riot, tumult",0
leather,learn,0
leather,teach,0
steering,"platform, stage",0
"agreeable, enjoyable, lovely, nice, pleasant","agreeably, comfortably, pleasantly",0
liver,"deliver, furnish, supply",1
"acolyte, member, supporter",limb,0
preferably,rather,0
on the left,"left, to the left",0
flow,"function, operate, run, work",0
"destiny, fate",ill fate,0
"destiny, fate",fortune,0
"destiny, fate",luck,0
"aerodrome, airdrome, airfield",airport,0
lazy,slothful,0
lazy,sound,0
"deluxe, de luxe, luxurious",luxury,0
"appear, look","cadaver, corpse",1
"appear, look","appear to be, seem",0
but,"however, nevertheless, yet",0
"gaunt, lean, meager, skimpy, skinny, thin",slender,0
"force, strength, vigour","be allowed to, may",1
"force, strength, vigour",power,0
"force, strength, vigour",be able to,0
"force, strength, vigour",ability,0
"force, strength, vigour",have the right to,0
"easy, facile",comfortable,1
male,masculine,0
"bazaar, fair, market",marketplace,0
"accumulation, crowd, heap, mass, multitude, pile",lump,0
"communicate, report","acquaint, let know, inform",0
"account, accredit, believe, deem","guess, presume, suppose, surmise",0
"lake, loch",more,1
"lake, loch","else, further, on",1
"advertise, announce, give notice","give an account, report",0
"advertise, announce, give notice","acquaint, let know, inform",0
"for the greater part, for the most part",mostly,0
with,"by, by means of, on, through",0
monster,"sample, specimen",1
morphology,accidence,1
"me, to me",my,0
"at, to, toward, towards","after, behind",0
"at, to, toward, towards","close, near, nearby",0
call,"appellation, name",1
"at, beside, by, near, nearby, near to, next to",close,0
approach,nearer,0
"buffoon, jester",clown,0
nature,character,1
of course,natural,0
of course,naturally,0
"investigation, examination, test","exploration, research",0
cousin,nephew,1
"accept, receive, take, take in","get, lay hold of, pick up",0
"exclusively, just, only","exactly, okay, right",0
"exclusively, just, only",just now,0
"fuck, screw",have sex,0
cousin,niece,1
nothing,not an ace,0
"a little, rather, some, somewhat, to some extent","enough, quite, sufficiently",0
bank‐note,"grade, note",0
"at, by, on, upon","beside, with",0
"because, for the reason that","as, for, since",0
"autonomic, autonomous",independant,0
suppress,"choke, quell, suffocate",0
conversation,interview,0
examine,"investigation, examination, test",0
examine,"explore, investigate, research",0
examine,exploration,0
down,underneath,0
unhappy,unfortunately,1
"erroneous, mistaken, wrong",incorrect,0
"us, to us",we,0
"us, to us",our,0
"be absent, be missing",be lacking,0
ear,"above, more than, over",1
ear,"after, behind",1
ear,"about, concerning, on, upon",1
judge,judgment,0
"pass, spend","convey, hand, hand over",0
"aboriginal, original",originally,0
cross,"go beyond, transfer",0
"account, consider, esteem, regard, take into account","think, think about, reflect on",0
"a, in, inside, into, on, per, within",upon,0
"commission, errand",mission,0
"ascend, climb, go up","tread, walk, walk upon",0
"end, come to an end, end up, expire","cease, stop",0
"breed, bring up, educate, raise",teach,0
observation,remark,0
observation,notice,0
"advert, pay attention, pay attention to, watch out for","be careful, take care",0
"advert, pay attention, pay attention to, watch out for",care for,0
"get up, rise, stand, stand up","ascend, go up, lift, arise",0
idea,concept,0
idea,opinion,0
parent,old man,0
toad,frog,0
"casserole, saucepan",cooking pot,0
"casserole, saucepan","lake, loch",0
"casserole, saucepan","frying‐pan, frying pan",0
"celebration, festival, party",many,0
"celebration, festival, party","a lot of, much, plenty of",0
"conform, fit, fit in","be appropriate, suit, be suitable",0
"conform, fit, fit in","exclusively, just, only",0
"conform, fit, fit in","clothe, dress",0
retired person,"pensioner, retiree",0
retired person,"pensioner, retiree",0
"a, in, inside, into, on, per, within","by, by means of, through, with",0
"abiding, lasting","constantly, continually, continuously",0
"abiding, lasting","constant, continual, permanent, sustained",0
press,violet,1
individual,personal,0
"estate, farm, property, ranch","locate, place",0
"estate, farm, property, ranch","lay down, put, put down",0
"glue, stick","plate, sheet, slab",1
"glue, stick",slice,1
"intention, meaning, plan","design, diagram, plane",0
"intention, meaning, plan","project, scheme",0
place,"location, spot",0
"cheat, crook, rogue",scoundrel,0
"attempt, effort",test,0
lovely,"bright, brilliant",0
pastor,preacher,0
"action, lawsuit",process,0
"commend, glorify, laud, praise",price,0
"ache, pain","pine, pine‐tree",1
"become, come about, grow, happen",get,0
"beam, ray","radio, wireless",0
"account, record, report",scholary report,0
"cause, reason",account,0
"cause, reason",logical reasoning,0
"jurisprudence, law",right,0
"jurisprudence, law",true,0
"jurisprudence, law","correct, exact, proper",0
on the right,"right, to the right",0
travel,"journey, trip, voyage",0
"account, bill, invoice",calculation,0
"curl, froth, stir, whip, whirl","actuate, move",0
"schedule, time‐table","grate, grid, grill",1
ride,"go, travel",0
go with,"assemble, congregate, gather, meet",0
with,together with,0
businessman,merchant,0
certainly,probably,0
certainty,"safety, security",1
son,"boy, lad, laddie",0
"lay down, place, put, put down",sit,0
"circumstances, condition, situation",state,0
"barely, hardly, only just, scarcely",rare,0
shadow,shade,0
telephone,link,1
"accumulation, crowd, heap, mass, multitude, pile","bevy, collection, group, herd, set",0
"accumulation, crowd, heap, mass, multitude, pile","band, gang",0
darling,treasure,1
"bevy, collection, group, heap, herd, set",school,0
"gaunt, lean, meager, skimpy, skinny, thin","slender, slim",0
owe,debt,0
"dial, disc, record",slice,1
blow,"butcher, slaughter",1
"bad, miserable, nasty, poor",badly,0
"clip, cut, shear",slice,0
"about, approximately","so, such, thus",0
preferably,rather,0
"absolutely, actually, in fact","genuinly, indeed, really, truly",0
"dedicate, devote","pay out, spend",0
"race, run",speed,0
"bobbin, coil, spool","gargle, rinse",1
"abide, bear, carry out, endure, put up with, suffer",stand,1
"realm, state",condition,1
"stem, trunk, tree‐trunk",tribe,1
"accumulation, crowd, heap, mass, multitude, pile",stack,0
star,celebrity,0
"march off, retreat, withdraw",pass away,1
"march off, retreat, withdraw","die, expire",1
"firm, robust, sturdy",solid,0
"fragment, lump, piece","part, Parthian, share",0
"fragment, lump, piece",bit,0
"broken, out of order",damaged,0
"ascend, get up, go up, lift, rise, arise","accrue, advance, increase",0
"ascend, get up, go up, lift, rise, arise",climb,0
the power of suggestion,suggestion,0
nurse,sister,1
niece,nephew,1
pregnant,with young,1
his,"her, its, their",0
his,she,0
"a little, rather, some, somewhat, to some extent","fairly, relatively",0
"a little, rather, some, somewhat, to some extent","enough, quite, sufficiently",0
"at, by, on, upon","across from, against, in exchange for, opposed to, opposite",0
"reverse, reversed","adverse, alien, contrary",0
"reverse, reversed",opposite,0
"all the time, in the meantime, meanwhile",at the same time,0
"mark, sign, signal, token",character,0
"as to, as regards, concerning","toward, towards, with reference to",0
"despite, in spite of, notwithstanding",defiantly,0
"as to, as regards, concerning"," despite, in spite of, notwithstanding ",0
leopard,tiger,1
characteristic,typical,0
"at, to, toward, towards","closed, shut",0
"at, to, toward, towards","now, well, well then",0
"at, to, toward, towards",then,0
"circumstances, condition, situation",state,0
asylum,"place of refuge, shelter",0
"indicate, point out, show",toe,1
"indicate, point out, show",tone,1
"comfort, console",consolation,0
"bevy, collection, group, heap, herd, set",flock,0
"provisional, temporary","for the time being, temporarily",0
periodical,"magazine, revue",0
your,"thee, you",0
your,thou,0
your,ye,0
"draw out, drive out, express, utter, give utterance to, pull out","collect, gather, pick up",0
surname,"about, concerning, on, upon",0
"abiding, lasting","constant, continual, permanent, sustained",0
"capture, catch, grapple","get, lay hold of, pick up, take",0
"capture, catch, grapple",start off,0
field,veldt,1
window,show window,0
away,"distant, far, remote",0
away,"afar, far away, remotely",0
"above all, especially","chiefly, mainly, principally",0
"alter, change",turn,0
bandage,"relation, understanding",0
combine,"connect, join",0
burn,incinerate,0
"beyond, past","by, straight past",0
"pass, pass by",overtake,0
"earn, gain, win","be worthy of, deserve, merit",0
"account for, explain",clarify,0
association,"circle, club, society",1
meeting,"assemblage, gathering",0
"story, history","narrate, relate, tell",0
"story, history","account, narrative, tale",0
traffic,"be found, be located, find oneself",0
"erroneous, mistaken, wrong","false, untrue",0
"declare, state",explain,0
"desire, wish","ache, long for, yearn",0
past,last,0
entertainment,"amusement, fun",0
"abate, abridge, decrease, lessen","diminish, drop, fall",0
hypothesize,"guess, presume, suppose, surmise",0
eat up,"consume, use up",0
insure,"affirm, assure",0
"differ, be different",difference,0
"absent onself, depart, go away, leave",departure,0
"absent onself, depart, go away, leave","chamber, room",0
"have faith, have faith in, trust","confide, have confidence in, entrust",0
"fabricate, manufacture","achieve, act, do, make, perform",0
take the place of,"replace, substitute",0
"boring, stodgy",tiresome,0
"affined, akin, related",relative,0
"entangle, implicate","confuse, puzzle",0
"fat, fatty, greasy",grease,0
"fast, quick, rapid, speedy, swift","quickly, swiftly",0
"at, to, toward, towards","for, during, whereas, while, whilst",0
"at, to, toward, towards","across from, against, in exchange for, opposed to, opposite, upon",0
"at, to, toward, towards","in order to, per",0
flatter,valley,1
fly,housefly,0
"aeroplane, airplane, plane",aircraft,0
"complete, full","completely, fully",0
fore,foreground,0
fore,close‐up,0
prevent,"be found, be located, find oneself",1
"former, last, previous, prior",ex‐,0
first name,Christian name,0
prophecy,"forecast, prognosis",0
"form, shape",blank,0
ask,"ask for, beg, bid, request",0
peaceful,peaceloving,0
wife,woman,1
"abortive, useless","futile, vain",0
dare,be bold,0
where,true,0
appreciate,like,0
truth,reality,1
wherein,in which,0
what,that,0
what,who,0
"competition, contest","game, match",0
soften up,soak,0
"because of, on account of","for, for sake of, owing to, through",0
"afresh, again, all over again, anew",once more,0
"afresh, again, all over again, anew",weather,0
"put away, stow",store,0
well‐being,"prosperity, success",0
"function, operate, run, work",job,0
true,"absolutely, genuinly, indeed, really, truly",0
"be willing to, want, wish","will, willingness",0
"interchange, swap","change, turn",0
"ask oneself, wonder",miracle,1
miraculous,"amazing, astonishing",0
miraculous,wonderful,0
"become, come about, grow, happen",get,0
carrot,root,0
"manner, mode, way","melody, tune",1
"manner, mode, way","indicate, point out, show",0
"manner, mode, way","sagacious, sage, wise",1
"manner, mode, way",vote,1
